gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Hyalomma-asiaticum_KAH6924977.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,170,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925017.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K14452;K24215;K19406;K24210;K19771,598.43;650.33;669.03;629.20;409.83,51.8;48.9;42.7;42.5;39.1,8.8e-14;6.2e-13;4.5e-11;5.6e-11;5.1e-10,gastric triacylglycerol lipase [EC:3.1.1.3];lipase member K [EC:3.1.1.-];lipase-like abhydrolase domain-containing protein 3 [EC:3.1.1.-];lipase member N [EC:3.1.1.-];lipase,Signal peptide,1,25,0.96,evidence=ECO:0000256,115,Hyalomma-asiaticum,yes,51.8
Hyalomma-asiaticum_KAH6925020.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,16,0.99,evidence=ECO:0000256,281,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925055.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,1.0,evidence=ECO:0000256,241,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925059.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K15992,None,11.7,0.13,cytochrome P450 TylI,Signal peptide,1,24,0.96,evidence=ECO:0000256,149,Hyalomma-asiaticum,yes,11.7
Hyalomma-asiaticum_KAH6925061.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,25,0.98,evidence=ECO:0000256,241,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925062.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.99,evidence=ECO:0000256,241,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925064.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K21073,1860.90,11.1,0.083,actinin alpha 2/3,Signal peptide,1,21,1.0,evidence=ECO:0000256,239,Hyalomma-asiaticum,yes,11.1
Hyalomma-asiaticum_KAH6925112.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,28,0.92,evidence=ECO:0000256,231,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925141.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K19440,721.53,9.1,0.72,Simplexvirus serine/threonine-protein kinase UL13 [EC:2.7.11.1],Signal peptide,1,19,0.99,evidence=ECO:0000256,824,Hyalomma-asiaticum,yes,9.1
Hyalomma-asiaticum_KAH6925144.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23411;K23409;K10044;K21211;K03898,328.87;259.83;78.83;547.23;160.47,15.6;14.6;13.2;11.7;11.0,0.0079;0.022;0.087;0.15;0.19,"fetuin-B;alpha-2-HS-glycoprotein;retinoic acid receptor responder protein 2;NDP-hexose 4,6-dehydratase;kininogen",Signal peptide,1,17,1.0,evidence=ECO:0000256,132,Hyalomma-asiaticum,yes,15.6
Hyalomma-asiaticum_KAH6925211.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K11496,477.60,18.7,0.00091,centromere protein B,Signal peptide,1,21,0.94,evidence=ECO:0000256,98,Hyalomma-asiaticum,yes,18.7
Hyalomma-asiaticum_KAH6925281.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K18903;K23390;K03987;K19720;K09292,475.43;137.27;282.97;253.80;110.83,14.3;12.6;7.2;7.0;4.3,0.018;0.05;3.4;2.2;31,"outer membrane protein, multidrug efflux system;large proline-rich protein BAG6;complement C1q subcomponent subunit B;collagen type III alpha;protein TFG",Signal peptide,1,29,0.95,evidence=ECO:0000256,211,Hyalomma-asiaticum,yes,14.3
Hyalomma-asiaticum_KAH6925282.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05842;K06831;K06872;K12822;K15561,262.60;198.70;51.47;88.93;179.37,7.5;7.2;7.0;6.5;5.7,2;4.8;4.4;3.9;8.4,toll-like receptor adapter molecule 1;galectin-3;uncharacterized protein;RNA-binding protein 25;nuclear polyadenylated RNA-binding protein 3,Signal peptide,1,20,1.0,evidence=ECO:0000256,103,Hyalomma-asiaticum,yes,7.5
Hyalomma-asiaticum_KAH6925434.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K20914;K22023;K23860;K18440;K17492,485.17;1179.53;925.3;1604.6;125.1,11.1;10.7;10.6;8.5;7.7,0.1;0.047;0.13;0.49;1.7,"gamma-interferon-inducible protein 16;mucin-6/19;pleckstrin homology domain-containing family G member 4;Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2;ubinuclein",Signal peptide,1,27,0.97,evidence=ECO:0000256,413,Hyalomma-asiaticum,yes,11.1
Hyalomma-asiaticum_KAH6925535.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13368;K11154;K13369;K24425;K07535,457.97;571.23;530.7;517.67;309.0,202.7;155.4;154.6;145.9;108.7,1.2e-59;2.7000000000000002e-45;4.0000000000000006e-45;1.8e-42;5.5e-31,17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.239];retinol dehydrogenase 16 [EC:1.1.1.-];17beta-estradiol 17-dehydrogenase / all-trans-retinol dehydrogenase (NAD+) / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) [EC:1.1.1.62 1.1.1.105 1.1.1.239];short-chain dehydrogenase/reductase family 9C member 7 [EC:1.1.1.-];2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-],Signal peptide,1,20,0.95,evidence=ECO:0000256,312,Hyalomma-asiaticum,yes,202.7
Hyalomma-asiaticum_KAH6925559.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K20265;K08436;K04510;K21037;K04837,198.8;319.93;359.27;629.17;2995.97,11.7;8.8;8.5;7.0;4.5,0.093;1.1;0.92;2.1;4.5,glutamate:GABA antiporter;G protein-coupled receptor 152;vang-like;Hepadnaviridae DNA polymerase / reverse transcriptase / ribonuclease H [EC:2.7.7.7 2.7.7.49 3.1.26.4];voltage-gated sodium channel type IV alpha,Signal peptide,1,18,1.0,evidence=ECO:0000256,160,Hyalomma-asiaticum,yes,11.7
Hyalomma-asiaticum_KAH6925569.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K11496,477.6,14.1,0.023,centromere protein B,Signal peptide,1,22,0.76,evidence=ECO:0000256,176,Hyalomma-asiaticum,yes,14.1
Hyalomma-asiaticum_KAH6925601.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,298,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925679.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,0.98,evidence=ECO:0000256,291,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925687.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,24,0.74,evidence=ECO:0000256,73,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925688.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K26107;K23487,325.37;506.47,10.3;7.7,0.32;2.1,fibroblast growth factor receptor-like 1;Ena/VASP-like protein,Signal peptide,1,16,0.94,evidence=ECO:0000256,186,Hyalomma-asiaticum,yes,10.3
Hyalomma-asiaticum_KAH6925722.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,1.0,evidence=ECO:0000256,206,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925735.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K24719;K04943;K03175;K13582;K03631,669.9;1131.27;387.53;270.6;130.5,15.3;14.2;13.6;13.5;13.3,0.0078;0.017;0.036;0.029;0.031,smc-like protein Sph1;potassium intermediate/small conductance calcium-activated channel subfamily N member 2;TNF receptor-associated factor 6 [EC:2.3.2.27];localization factor PodJL;DNA repair protein RecN (Recombination protein N),Signal peptide,1,26,0.78,evidence=ECO:0000256,234,Hyalomma-asiaticum,yes,15.3
Hyalomma-asiaticum_KAH6925738.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K03437,208.2,11.9,0.14,"RNA methyltransferase, TrmH family",Signal peptide,1,17,1.0,evidence=ECO:0000256,107,Hyalomma-asiaticum,yes,11.9
Hyalomma-asiaticum_KAH6925770.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K21651,None,12.8,0.053,KSHV signal transducing membrane protein,Signal peptide,1,21,0.94,evidence=ECO:0000256,132,Hyalomma-asiaticum,yes,12.8
Hyalomma-asiaticum_KAH6925773.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K02065,289.63,6.9,3.3,phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein,Signal peptide,1,22,0.77,evidence=ECO:0000256,342,Hyalomma-asiaticum,yes,6.9
Hyalomma-asiaticum_KAH6925796.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,1.0,evidence=ECO:0000256,93,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925825.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,1.0,evidence=ECO:0000256,234,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925902.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K17523,596.3,5.5,8.1,chitinase-3-like protein 1/2,Signal peptide,1,24,1.0,evidence=ECO:0000256,402,Hyalomma-asiaticum,yes,5.5
Hyalomma-asiaticum_KAH6925917.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,17,0.86,evidence=ECO:0000256,131,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925942.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,27,0.97,evidence=ECO:0000256,223,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925948.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,25,0.94,evidence=ECO:0000256,211,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6925970.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05494;K05491;K05490;K05489;K05493,196.23;123.5;123.03;194.07;124.27,36.2;34.3;22.6;21.0;20.6,8.5e-09;2.7e-08;0.00011;0.00032;0.00041,interleukin 17F;interleukin 17C;interleukin 17B;interleukin 17A;interleukin 17E,Signal peptide,1,24,1.0,evidence=ECO:0000256,178,Hyalomma-asiaticum,yes,36.2
Hyalomma-asiaticum_KAH6926095.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K08635;K01389;K01415;K09610;K08636,943.53;981.8;957.5;748.47;767.27,119.1;84.9;75.8;62.1;51.8,3.2e-34;6.7e-24;2.4e-21;4.5e-17;6.8e-14,neprilysin [EC:3.4.24.11];neprilysin [EC:3.4.24.11];endothelin-converting enzyme [EC:3.4.24.71];endothelin-converting enzyme-like 1 [EC:3.4.24.-];phosphate-regulating neutral endopeptidase [EC:3.4.24.-],Signal peptide,1,26,0.99,evidence=ECO:0000256,694,Hyalomma-asiaticum,yes,119.1
Hyalomma-asiaticum_KAH6926220.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,0.93,evidence=ECO:0000256,107,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926224.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K06501;K22023;K06261;K21407;K24133,266.77;1179.53;246.3;257.57;517.7,15.6;15.1;13.8;12.5;12.3,0.012;0.0023;0.019;0.057;0.072,CD68 antigen;mucin-6/19;platelet glycoprotein Ib alpha chain;adipocyte plasma membrane-associated protein;serine proteinase stubble [EC:3.4.21.-],Signal peptide,1,17,0.99,evidence=ECO:0000256,285,Hyalomma-asiaticum,yes,15.6
Hyalomma-asiaticum_KAH6926250.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,147,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926418.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K23203;K23206;K23204;K23207;K23205,154.97;155.93;157.13;190.4;130.6,55.0;50.2;47.6;47.2;45.7,1.8e-14;3.6e-13;2.7e-12;3.9e-12;8.4e-12,THAP domain-containing protein 1/3;THAP domain-containing protein 5/8;THAP domain-containing protein 2;THAP domain-containing protein 6;THAP domain-containing protein 4,Signal peptide,1,18,0.87,evidence=ECO:0000256,229,Hyalomma-asiaticum,yes,55.0
Hyalomma-asiaticum_KAH6926434.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan,K09043;K10707;K07225;K03570,75.33;392.8;275.47;57.6,13.6;11.8;11.6;11.3,0.058;0.15;0.11;0.19,AP-1-like transcription factor;vesicle-associated membrane protein-associated protein B;putative hemin transport protein;rod shape-determining protein MreC,Signal peptide,1,18,0.96,evidence=ECO:0000256,263,Hyalomma-asiaticum,yes,13.6
Hyalomma-asiaticum_KAH6926487.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K24518,134.33,10.6,0.16,cysteine-rich motor neuron 1 protein,Signal peptide,1,28,0.99,evidence=ECO:0000256,158,Hyalomma-asiaticum,yes,10.6
Hyalomma-asiaticum_KAH6926495.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,1.0,evidence=ECO:0000256,238,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926535.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,1.0,evidence=ECO:0000256,101,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926631.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,113,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926668.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.96,evidence=ECO:0000256,118,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926675.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.9,evidence=ECO:0000256,95,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926757.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.95,evidence=ECO:0000256,259,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926767.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,28,0.99,evidence=ECO:0000256,95,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926771.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.99,evidence=ECO:0000256,147,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926778.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,190,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926798.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K22609,73.43,12.1,0.2,osteocalcin,Signal peptide,1,27,0.95,evidence=ECO:0000256,208,Hyalomma-asiaticum,yes,12.1
Hyalomma-asiaticum_KAH6926877.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.87,evidence=ECO:0000256,181,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6926908.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K16362,276.83,10.9,0.13,leucine-rich repeat transmembrane protein FLRT,Signal peptide,1,22,0.91,evidence=ECO:0000256,321,Hyalomma-asiaticum,yes,10.9
Hyalomma-asiaticum_KAH6927010.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K25747,173.6,13.7,0.047,zymogen granule membrane protein 16,Signal peptide,1,17,1.0,evidence=ECO:0000256,291,Hyalomma-asiaticum,yes,13.7
Hyalomma-asiaticum_KAH6927072.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,28,0.94,evidence=ECO:0000256,132,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927102.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,20,0.99,evidence=ECO:0000256,239,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927117.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,16,0.97,evidence=ECO:0000256,272,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927119.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.97,evidence=ECO:0000256,211,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927122.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.99,evidence=ECO:0000256,234,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927125.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,0.93,evidence=ECO:0000256,206,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927126.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,1.0,evidence=ECO:0000256,206,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927127.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,15,0.99,evidence=ECO:0000256,245,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927128.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.98,evidence=ECO:0000256,210,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927130.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,1.0,evidence=ECO:0000256,308,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927132.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,1.0,evidence=ECO:0000256,120,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927157.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,23,0.75,evidence=ECO:0000256,113,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927206.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,18,0.99,evidence=ECO:0000256,828,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927304.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K08563;K20230;K24496;K05171;K06756,346.53;564.63;390.1;480.77;1364.8,13.8;13.6;11.6;10.8;8.9,0.038;0.022;0.065;0.16;0.41,nuclear receptor subfamily 0 group B member 2;kekkon-1;nephron;interleukin 1 receptor-like 1;neuronal cell adhesion molecule,Signal peptide,1,18,0.99,evidence=ECO:0000256,529,Hyalomma-asiaticum,yes,13.8
Hyalomma-asiaticum_KAH6927305.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K05119;K07523;K05128;K04362;K05313,1181.17;356.5;337.07;869.5;790.27,18.7;10.8;10.5;10.2;10.1,0.00041;0.14;0.22;0.24;0.25,"anaplastic lymphoma kinase [EC:2.7.10.1];netrin-G1 ligand;RYK receptor-like tyrosine kinase [EC:2.7.10.1];fibroblast growth factor receptor 1 [EC:2.7.10.1];glutamate receptor, ionotropic, invertebrate",Signal peptide,1,25,0.95,evidence=ECO:0000256,188,Hyalomma-asiaticum,yes,18.7
Hyalomma-asiaticum_KAH6927312.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan,K06532;K15602,637.13;876.3,71.6;11.6,5.4e-20;0.074,prominin 1;prominin 2,Signal peptide,1,26,0.8,evidence=ECO:0000256,734,Hyalomma-asiaticum,yes,71.6
Hyalomma-asiaticum_KAH6927318.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13593;K24131;K05745;K04512;K05741,156.4;48.03;1728.63;700.13;1596.73,8.3;6.3;5.9;5.9;5.6,1.4;7.1;2.8;3.1;3.4,"cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF;protease PrsW [EC:3.4.-.-];diaphanous 3;dishevelled associated activator of morphogenesis;diaphanous 2",Signal peptide,1,24,1.0,evidence=ECO:0000256,200,Hyalomma-asiaticum,yes,8.3
Hyalomma-asiaticum_KAH6927364.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,181,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927398.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K19896;K14996;K11367;K11241;K06296,101.33;281.17;2164.23;108.63;244.0,11.7;9.3;8.9;7.1;6.8,0.15;0.38;0.25;5.0;2.9,"mucin TcMUCII;solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 10;chromodomain-helicase-DNA-binding protein 1 [EC:5.6.2.-];down-regulator of invasive growth 1;spore germination protein KB",Signal peptide,1,22,1.0,evidence=ECO:0000256,423,Hyalomma-asiaticum,yes,11.7
Hyalomma-asiaticum_KAH6927526.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,21,0.99,evidence=ECO:0000256,182,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927660.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,0.82,evidence=ECO:0000256,182,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927672.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,0.88,evidence=ECO:0000256,287,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927707.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,19,1.0,evidence=ECO:0000256,114,Hyalomma-asiaticum,yes,0.0
Hyalomma-asiaticum_KAH6927714.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan,K05030;K05028;K05027,154.13;1151.03;1220.17,19.4;18.9;18.5,0.00025;0.00041;0.00053,calcium-activated chloride channel regulator 3/4;calcium-activated chloride channel regulator 2;calcium-activated chloride channel regulator 1,Signal peptide,1,22,0.96,evidence=ECO:0000256,85,Hyalomma-asiaticum,yes,19.4
Hyalomma-asiaticum_KAH6927823.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K26199,931.37,9.9,0.21,BCL-6 corepressor-like protein 1,Signal peptide,1,23,0.86,evidence=ECO:0000256,141,Hyalomma-asiaticum,yes,9.9
Hyalomma-asiaticum_KAH6927886.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K11544,108.97,6.8,3.9,kinetochore-associated protein DSN1,Signal peptide,1,20,0.73,evidence=ECO:0000256,302,Hyalomma-asiaticum,yes,6.8
Hyalomma-asiaticum_KAH6927908.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,K22989,186.73,10.8,0.22,integral membrane protein GPR137,Signal peptide,1,26,0.8,evidence=ECO:0000256,214,Hyalomma-asiaticum,yes,10.8
Hyalomma-asiaticum_KAH6927944.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Signal peptide,1,22,1.0,evidence=ECO:0000256,73,Hyalomma-asiaticum,yes,0.0
