gene_name,egg_seed_ortholog,egg_evalue,egg_score,eggNOG_OGs,egg_max_annot_lvl,egg_COG_category,egg_Description,egg_Preferred_name,egg_GOs,egg_EC,egg_KEGG_ko,egg_KEGG_Pathway,egg_KEGG_Module,egg_KEGG_Reaction,egg_KEGG_rclass,egg_BRITE,egg_KEGG_TC,egg_CAZy,egg_BiGG_Reaction,egg_PFAMs,KO_pass,KO,KO_thrshld,KO_score,KO_E-value,KO_definition,deepsig_feature,deepsig_start,deepsig_end,deepsig_sp_score,deepsig_sp_evidence,Length,species_name,is_tick,KO_high_score
Amblyomma-sculptum_GEEX01002524.1.p1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K02981;K14563;K13199;K12623;K17446,239.87;307.20;227.20;82.50;1603.23,16.8;16.2;10.9;10.9;9.3,0.002;0.0028;0.13;0.18;0.13,small subunit ribosomal protein S2e;rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-];plasminogen activator inhibitor 1 RNA-binding protein;U6 snRNA-associated Sm-like protein LSm4;insulin receptor substrate 4,Signal peptide,1,19,1.0,evidence=ECO:0000256,219,Amblyomma-sculptum,yes,16.8
Ixodes-persulcatus_KAG0414550.1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,nan;nan;nan;nan;nan,K13965;K23425;K13963;K13966;K23429,589.47;585.37;429.7;588.17;374.0,65.6;63.7;62.2;56.2;54.0,4.5e-18;2e-17;5.8e-17;3.4e-15;2e-14,serpin B8;leukocyte elastase inhibitor;serpin B;serpin B11/12;serpin E3,Signal peptide,1,22,1.0,evidence=ECO:0000256,109,Ixodes-persulcatus,yes,65.6
Ixodes-persulcatus_KAG0414789.1,9361.ENSDNOP00000023329,7.25e-46,171.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38F2M@33154|Opisthokonta,3BG90@33208|Metazoa,3D4IV@33213|Bilateria,48B40@7711|Chordata,499AM@7742|Vertebrata,3J3P2@40674|Mammalia",40674|Mammalia,V,"serpin peptidase inhibitor, clade B (ovalbumin), member 10",SERPINB10,"GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0006810,GO:0006887,GO:0006955,GO:0008150,GO:0009892,GO:0009987,GO:0010466,GO:0010605,GO:0010951,GO:0012505,GO:0012506,GO:0016020,GO:0016192,GO:0019222,GO:0030141,GO:0030162,GO:0030234,GO:0030414,GO:0030659,GO:0030667,GO:0031090,GO:0031323,GO:0031324,GO:0031410,GO:0031982,GO:0032268,GO:0032269,GO:0032940,GO:0036230,GO:0042119,GO:0043086,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043299,GO:0043312,GO:0044092,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0045861,GO:0046903,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0070820,GO:0071944,GO:0080090,GO:0097708,GO:0098588,GO:0098772,GO:0098805,GO:0099503,GO:0101002,GO:0101003",-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K23425;K13963;K13965;K04525;K13966,585.37;429.7;589.47;419.6;588.17,338.1;328.9;294.6;277.3;253.0,1.4e-100;1.1e-97;1.4e-87;3.2e-82;9.5e-75,leukocyte elastase inhibitor;serpin B;serpin B8;serpin A;serpin B11/12,Signal peptide,1,18,0.96,evidence=ECO:0000256,446,Ixodes-persulcatus,yes,338.1
Ixodes-persulcatus_KAG0420803.1,27679.XP_003926062.1,1.14e-35,145.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria,482SZ@7711|Chordata,496G1@7742|Vertebrata,3JCVT@40674|Mammalia,35BIR@314146|Euarchontoglires,4MCWU@9443|Primates",9443|Primates,V,SERine  Proteinase INhibitors,SERPINB3,"GO:0000323,GO:0001618,GO:0001775,GO:0001932,GO:0001933,GO:0002020,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0004869,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0006469,GO:0006810,GO:0006887,GO:0006955,GO:0007154,GO:0007267,GO:0008150,GO:0008284,GO:0009892,GO:0009893,GO:0009966,GO:0009968,GO:0009987,GO:0010466,GO:0010563,GO:0010604,GO:0010605,GO:0010646,GO:0010648,GO:0010717,GO:0010718,GO:0010950,GO:0010951,GO:0010952,GO:0012505,GO:0016032,GO:0016192,GO:0019058,GO:0019220,GO:0019222,GO:0019899,GO:0023051,GO:0023052,GO:0023057,GO:0030141,GO:0030162,GO:0030234,GO:0030260,GO:0030334,GO:0030335,GO:0030414,GO:0031323,GO:0031324,GO:0031325,GO:0031399,GO:0031400,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032268,GO:0032269,GO:0032270,GO:0032872,GO:0032873,GO:0032879,GO:0032940,GO:0033673,GO:0034774,GO:0035425,GO:0035578,GO:0036230,GO:0038001,GO:0040012,GO:0040017,GO:0042119,GO:0042127,GO:0042325,GO:0042326,GO:0042582,GO:0043085,GO:0043086,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043506,GO:0043508,GO:0043549,GO:0044092,GO:0044093,GO:0044403,GO:0044409,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0045595,GO:0045597,GO:0045859,GO:0045861,GO:0045862,GO:0045936,GO:0046328,GO:0046329,GO:0046718,GO:0046903,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051272,GO:0051336,GO:0051338,GO:0051345,GO:0051346,GO:0051348,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0052547,GO:0052548,GO:0060205,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0070013,GO:0070302,GO:0070303,GO:0071900,GO:0071901,GO:0080090,GO:0080134,GO:0080135,GO:0097708,GO:0098772,GO:0099503,GO:0104005,GO:1902531,GO:1902532,GO:2000026,GO:2000145,GO:2000147",-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K23425;K04525;K13965;K13966,429.7;585.37;419.6;589.47;588.17,268.5;257.1;246.7;243.9;211.2,2.1e-79;5.1e-76;5.9e-73;3.5e-72;4.1e-62,serpin B;leukocyte elastase inhibitor;serpin A;serpin B8;serpin B11/12,Signal peptide,1,17,0.83,evidence=ECO:0000256,542,Ixodes-persulcatus,yes,268.5
Ixodes-persulcatus_KAG0422054.1,128390.XP_009473741.1,4.2e-50,181.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38F2M@33154|Opisthokonta,3BG90@33208|Metazoa,3D4IV@33213|Bilateria,48B40@7711|Chordata,499AM@7742|Vertebrata,4GNEX@8782|Aves",8782|Aves,V,Belongs to the serpin family,SERPINB10,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K23425;K13965;K04525;K13966,429.7;585.37;589.47;419.6;588.17,404.6;390.6;371.0;359.2;332.5,1.2999999999999999e-120;1.8e-116;9.2e-111;4.8e-107;8.3e-99,serpin B;leukocyte elastase inhibitor;serpin B8;serpin A;serpin B11/12,Signal peptide,1,22,0.91,evidence=ECO:0000256,404,Ixodes-persulcatus,yes,404.6
Ixodes-persulcatus_KAG0422914.1,32264.tetur30g02180.1,4.22e-74,247.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3B998@33208|Metazoa,3E41S@33213|Bilateria",33213|Bilateria,V,Belongs to the serpin family,SERPINB11,"GO:0000003,GO:0001910,GO:0001911,GO:0002020,GO:0002682,GO:0002683,GO:0002697,GO:0002698,GO:0002703,GO:0002704,GO:0002706,GO:0002707,GO:0002715,GO:0002716,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0006950,GO:0006952,GO:0008150,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0010466,GO:0010605,GO:0010951,GO:0019222,GO:0019899,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0031341,GO:0031342,GO:0031347,GO:0031348,GO:0032268,GO:0032269,GO:0032501,GO:0032504,GO:0042269,GO:0042270,GO:0042562,GO:0042742,GO:0043086,GO:0043207,GO:0044092,GO:0044421,GO:0044464,GO:0045088,GO:0045824,GO:0045861,GO:0045953,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050776,GO:0050777,GO:0050789,GO:0050790,GO:0050794,GO:0050829,GO:0050896,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0051704,GO:0051707,GO:0052547,GO:0052548,GO:0060255,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0080090,GO:0080134,GO:0098542,GO:0098772",-,"ko:K13963,ko:K13966","ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K23425;K04525;K13966;K13965,429.7;585.37;419.6;588.17;589.47,96.5;84.2;81.9;77.5;76.5,2.4e-27;1.3e-23;4.5000000000000003e-23;1.2e-21;2.2e-21,serpin B;leukocyte elastase inhibitor;serpin A;serpin B11/12;serpin B8,Signal peptide,1,25,0.98,evidence=ECO:0000256,438,Ixodes-persulcatus,yes,96.5
Ixodes-persulcatus_KAG0423679.1,436114.SYO3AOP1_1417,6.2e-23,102.0,"COG4826@1|root,COG4826@2|Bacteria",2|Bacteria,O,serine-type endopeptidase inhibitor activity,-,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K13965;K04525;K23425;K16643,429.7;589.47;419.6;585.37;549.47,157.7;154.4;150.4;145.1;113.5,7.2e-46;5.0000000000000004e-45;8.200000000000001e-44;4.3e-42;1.3000000000000001e-32,serpin B;serpin B8;serpin A;leukocyte elastase inhibitor;glia-derived nexin,Signal peptide,1,23,0.99,evidence=ECO:0000256,216,Ixodes-persulcatus,yes,157.7
Ixodes-persulcatus_KAG0424110.1,9315.ENSMEUP00000014681,1.76e-09,64.7,"COG4826@1|root,KOG2392@2759|Eukaryota,38DU5@33154|Opisthokonta,3BDYT@33208|Metazoa,3CY5R@33213|Bilateria,486WG@7711|Chordata,48YC7@7742|Vertebrata,3JEXU@40674|Mammalia,4JYP1@9263|Metatheria",9263|Metatheria,V,"Serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2",SERPINF2,-,-,ko:K03983,"ko04610,map04610",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K13965;K04525;K23425;K23430,429.7;589.47;419.6;585.37;496.37,165.0;159.9;159.7;150.6;122.6,4.4e-48;1.1e-46;1.1999999999999999e-46;9.700000000000001e-44;2.3e-35,serpin B;serpin B8;serpin A;leukocyte elastase inhibitor;serpin I2,Signal peptide,1,22,0.99,evidence=ECO:0000256,209,Ixodes-persulcatus,yes,165.0
Ixodes-persulcatus_KAG0425637.1,9778.XP_004379363.1,1.34e-53,207.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria,48177@7711|Chordata,49259@7742|Vertebrata,3JBGC@40674|Mammalia,353RW@311790|Afrotheria",311790|Afrotheria,V,Serpin B6-like,-,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K23425;K13965;K13966;K04525,429.7;585.37;589.47;588.17;419.6,381.5;376.8;350.7;347.4;337.9,1.3e-113;2.7999999999999998e-112;1.3e-104;2.6e-103;1.4e-100,serpin B;leukocyte elastase inhibitor;serpin B8;serpin B11/12;serpin A,Signal peptide,1,16,0.99,evidence=ECO:0000256,1141,Ixodes-persulcatus,yes,381.5
Ixodes-persulcatus_KAG0425638.1,6412.HelroP157156,5.35e-57,198.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria",33213|Bilateria,V,Belongs to the serpin family,SERPINB1,"GO:0000003,GO:0000323,GO:0001618,GO:0001775,GO:0001817,GO:0001819,GO:0001910,GO:0001911,GO:0001932,GO:0001933,GO:0002020,GO:0002244,GO:0002252,GO:0002253,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002448,GO:0002520,GO:0002682,GO:0002683,GO:0002684,GO:0002697,GO:0002698,GO:0002703,GO:0002704,GO:0002706,GO:0002707,GO:0002715,GO:0002716,GO:0002791,GO:0002793,GO:0003006,GO:0003008,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0004869,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005764,GO:0005766,GO:0005767,GO:0005768,GO:0005769,GO:0005773,GO:0005775,GO:0005783,GO:0005794,GO:0005829,GO:0005886,GO:0006469,GO:0006810,GO:0006811,GO:0006887,GO:0006915,GO:0006950,GO:0006955,GO:0006970,GO:0007154,GO:0007267,GO:0007275,GO:0007548,GO:0007600,GO:0007605,GO:0008150,GO:0008219,GO:0008284,GO:0008406,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010466,GO:0010468,GO:0010563,GO:0010604,GO:0010605,GO:0010628,GO:0010646,GO:0010648,GO:0010717,GO:0010718,GO:0010941,GO:0010950,GO:0010951,GO:0010952,GO:0012501,GO:0012505,GO:0012506,GO:0014070,GO:0016020,GO:0016032,GO:0016192,GO:0019058,GO:0019220,GO:0019222,GO:0019835,GO:0019899,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0030097,GO:0030139,GO:0030141,GO:0030154,GO:0030162,GO:0030234,GO:0030260,GO:0030334,GO:0030335,GO:0030414,GO:0030659,GO:0030667,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031341,GO:0031342,GO:0031347,GO:0031348,GO:0031399,GO:0031400,GO:0031410,GO:0031904,GO:0031905,GO:0031960,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032010,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032570,GO:0032649,GO:0032729,GO:0032872,GO:0032873,GO:0032879,GO:0032880,GO:0032940,GO:0032991,GO:0033554,GO:0033668,GO:0033673,GO:0033993,GO:0034774,GO:0035425,GO:0035578,GO:0035821,GO:0036230,GO:0038001,GO:0040012,GO:0040017,GO:0042119,GO:0042127,GO:0042176,GO:0042177,GO:0042221,GO:0042269,GO:0042270,GO:0042325,GO:0042326,GO:0042493,GO:0042582,GO:0042592,GO:0042981,GO:0043027,GO:0043028,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043086,GO:0043154,GO:0043167,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043281,GO:0043299,GO:0043312,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043506,GO:0043508,GO:0043549,GO:0043627,GO:0044003,GO:0044068,GO:0044092,GO:0044093,GO:0044403,GO:0044409,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044531,GO:0044532,GO:0045055,GO:0045088,GO:0045137,GO:0045321,GO:0045335,GO:0045595,GO:0045597,GO:0045824,GO:0045859,GO:0045861,GO:0045862,GO:0045936,GO:0045953,GO:0046328,GO:0046329,GO:0046718,GO:0046872,GO:0046903,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048545,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0048878,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050776,GO:0050777,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050877,GO:0050896,GO:0050954,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051272,GO:0051336,GO:0051338,GO:0051345,GO:0051346,GO:0051348,GO:0051384,GO:0051385,GO:0051412,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051806,GO:0051817,GO:0051828,GO:0052040,GO:0052041,GO:0052150,GO:0052248,GO:0052433,GO:0052490,GO:0052547,GO:0052548,GO:0055081,GO:0060205,GO:0060255,GO:0060548,GO:0061134,GO:0061135,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070302,GO:0070303,GO:0070820,GO:0070821,GO:0070887,GO:0071214,GO:0071391,GO:0071470,GO:0071900,GO:0071901,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0080144,GO:0090087,GO:0097179,GO:0097180,GO:0097305,GO:0097708,GO:0098588,GO:0098772,GO:0098805,GO:0099503,GO:0101002,GO:0101003,GO:0104004,GO:0104005,GO:1901654,GO:1901700,GO:1902531,GO:1902532,GO:1902713,GO:1902715,GO:1903530,GO:1903532,GO:1904090,GO:1904951,GO:2000026,GO:2000116,GO:2000117,GO:2000145,GO:2000147",-,"ko:K04525,ko:K13963,ko:K13966","ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K23425;K13965;K04525;K13966,429.7;585.37;589.47;419.6;588.17,387.8;362.9;353.3;320.7;314.1,1.6e-115;4.6e-108;2.1999999999999997e-105;2.2e-95;2.9e-93,serpin B;leukocyte elastase inhibitor;serpin B8;serpin A;serpin B11/12,Signal peptide,1,16,0.99,evidence=ECO:0000256,393,Ixodes-persulcatus,yes,387.8
Ixodes-persulcatus_KAG0425639.1,6412.HelroP157156,8.759999999999999e-61,208.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria",33213|Bilateria,V,Belongs to the serpin family,SERPINB1,"GO:0000003,GO:0000323,GO:0001618,GO:0001775,GO:0001817,GO:0001819,GO:0001910,GO:0001911,GO:0001932,GO:0001933,GO:0002020,GO:0002244,GO:0002252,GO:0002253,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002448,GO:0002520,GO:0002682,GO:0002683,GO:0002684,GO:0002697,GO:0002698,GO:0002703,GO:0002704,GO:0002706,GO:0002707,GO:0002715,GO:0002716,GO:0002791,GO:0002793,GO:0003006,GO:0003008,GO:0003674,GO:0004857,GO:0004866,GO:0004867,GO:0004869,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005764,GO:0005766,GO:0005767,GO:0005768,GO:0005769,GO:0005773,GO:0005775,GO:0005783,GO:0005794,GO:0005829,GO:0005886,GO:0006469,GO:0006810,GO:0006811,GO:0006887,GO:0006915,GO:0006950,GO:0006955,GO:0006970,GO:0007154,GO:0007267,GO:0007275,GO:0007548,GO:0007600,GO:0007605,GO:0008150,GO:0008219,GO:0008284,GO:0008406,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010466,GO:0010468,GO:0010563,GO:0010604,GO:0010605,GO:0010628,GO:0010646,GO:0010648,GO:0010717,GO:0010718,GO:0010941,GO:0010950,GO:0010951,GO:0010952,GO:0012501,GO:0012505,GO:0012506,GO:0014070,GO:0016020,GO:0016032,GO:0016192,GO:0019058,GO:0019220,GO:0019222,GO:0019835,GO:0019899,GO:0022414,GO:0023051,GO:0023052,GO:0023057,GO:0030097,GO:0030139,GO:0030141,GO:0030154,GO:0030162,GO:0030234,GO:0030260,GO:0030334,GO:0030335,GO:0030414,GO:0030659,GO:0030667,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031341,GO:0031342,GO:0031347,GO:0031348,GO:0031399,GO:0031400,GO:0031410,GO:0031904,GO:0031905,GO:0031960,GO:0031974,GO:0031981,GO:0031982,GO:0031983,GO:0032010,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032570,GO:0032649,GO:0032729,GO:0032872,GO:0032873,GO:0032879,GO:0032880,GO:0032940,GO:0032991,GO:0033554,GO:0033668,GO:0033673,GO:0033993,GO:0034774,GO:0035425,GO:0035578,GO:0035821,GO:0036230,GO:0038001,GO:0040012,GO:0040017,GO:0042119,GO:0042127,GO:0042176,GO:0042177,GO:0042221,GO:0042269,GO:0042270,GO:0042325,GO:0042326,GO:0042493,GO:0042582,GO:0042592,GO:0042981,GO:0043027,GO:0043028,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043086,GO:0043154,GO:0043167,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043281,GO:0043299,GO:0043312,GO:0043405,GO:0043407,GO:0043408,GO:0043409,GO:0043506,GO:0043508,GO:0043549,GO:0043627,GO:0044003,GO:0044068,GO:0044092,GO:0044093,GO:0044403,GO:0044409,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044531,GO:0044532,GO:0045055,GO:0045088,GO:0045137,GO:0045321,GO:0045335,GO:0045595,GO:0045597,GO:0045824,GO:0045859,GO:0045861,GO:0045862,GO:0045936,GO:0045953,GO:0046328,GO:0046329,GO:0046718,GO:0046872,GO:0046903,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048545,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048731,GO:0048856,GO:0048869,GO:0048878,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050776,GO:0050777,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050877,GO:0050896,GO:0050954,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051248,GO:0051270,GO:0051272,GO:0051336,GO:0051338,GO:0051345,GO:0051346,GO:0051348,GO:0051384,GO:0051385,GO:0051412,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051806,GO:0051817,GO:0051828,GO:0052040,GO:0052041,GO:0052150,GO:0052248,GO:0052433,GO:0052490,GO:0052547,GO:0052548,GO:0055081,GO:0060205,GO:0060255,GO:0060548,GO:0061134,GO:0061135,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070201,GO:0070302,GO:0070303,GO:0070820,GO:0070821,GO:0070887,GO:0071214,GO:0071391,GO:0071470,GO:0071900,GO:0071901,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0080144,GO:0090087,GO:0097179,GO:0097180,GO:0097305,GO:0097708,GO:0098588,GO:0098772,GO:0098805,GO:0099503,GO:0101002,GO:0101003,GO:0104004,GO:0104005,GO:1901654,GO:1901700,GO:1902531,GO:1902532,GO:1902713,GO:1902715,GO:1903530,GO:1903532,GO:1904090,GO:1904951,GO:2000026,GO:2000116,GO:2000117,GO:2000145,GO:2000147",-,"ko:K04525,ko:K13963,ko:K13966","ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K23425;K13965;K13966;K04525,429.7;585.37;589.47;588.17;419.6,395.1;375.4;365.3;332.9;331.3,1e-117;7.2e-112;5.099999999999999e-109;6e-99;1.4000000000000001e-98,serpin B;leukocyte elastase inhibitor;serpin B8;serpin B11/12;serpin A,Signal peptide,1,22,0.98,evidence=ECO:0000256,398,Ixodes-persulcatus,yes,395.1
Ixodes-persulcatus_KAG0425645.1,126957.SMAR004057-PA,2.87e-43,173.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38VR6@33154|Opisthokonta,3BBFJ@33208|Metazoa,3CV81@33213|Bilateria",33213|Bilateria,V,Belongs to the serpin family,-,-,-,"ko:K04525,ko:K13963","ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K23425;K13963;K13965;K04525;K23430,585.37;429.7;589.47;419.6;496.37,284.1;281.2;275.8;257.8;225.1,3.3e-84;2.9e-83;7.4e-82;2.4e-76;1.8e-66,leukocyte elastase inhibitor;serpin B;serpin B8;serpin A;serpin I2,Signal peptide,1,25,0.99,evidence=ECO:0000256,551,Ixodes-persulcatus,yes,284.1
Ixodes-persulcatus_KAG0425647.1,128390.XP_009473741.1,2.85e-25,112.0,"COG4826@1|root,KOG2392@2759|Eukaryota,38F2M@33154|Opisthokonta,3BG90@33208|Metazoa,3D4IV@33213|Bilateria,48B40@7711|Chordata,499AM@7742|Vertebrata,4GNEX@8782|Aves",8782|Aves,V,Belongs to the serpin family,SERPINB10,-,-,ko:K13963,"ko05146,map05146",-,-,-,"ko00000,ko00001",-,-,-,Serpin,nan;nan;nan;nan;nan,K13963;K13966;K23425;K13965;K04525,429.7;588.17;585.37;589.47;419.6,202.2;195.0;192.3;187.8;168.8,2.5e-59;3.3000000000000004e-57;2.3e-56;3.7e-55;2.3e-49,serpin B;serpin B11/12;leukocyte elastase inhibitor;serpin B8;serpin A,Signal peptide,1,18,0.98,evidence=ECO:0000256,339,Ixodes-persulcatus,yes,202.2
